;0
open;0.26666666666666666
high;0.26666666666666666
low;0.26666666666666666
close;0.26666666666666666
volume;0.0
vixFirst;0.0
vixHigh;0.0
vixLow;0.0
vixClose;0.0
vixVolume;0.0
DEMA5;0.26666666666666666
DEMA30;0.26666666666666666
DEMA60;0.26666666666666666
DEMA300;0.2
DEMA480;0.2
DEMA2400;0.2
DEMA12000;0.26666666666666666
DEMA96000;0.8
EMA5;0.26666666666666666
EMA30;0.26666666666666666
EMA60;0.26666666666666666
EMA300;0.26666666666666666
EMA480;0.26666666666666666
EMA2400;0.26666666666666666
EMA12000;0.4666666666666667
EMA96000;0.9333333333333333
MIDPRICE5;0.26666666666666666
MIDPRICE30;0.26666666666666666
MIDPRICE60;0.2
MIDPRICE300;0.26666666666666666
MIDPRICE480;0.26666666666666666
MIDPRICE2400;0.26666666666666666
MIDPRICE12000;0.3333333333333333
MIDPRICE96000;0.4666666666666667
SMA5;0.26666666666666666
SMA30;0.26666666666666666
SMA60;0.2
SMA300;0.26666666666666666
SMA480;0.26666666666666666
SMA2400;0.2
SMA12000;0.4666666666666667
SMA96000;1.0
T35;0.26666666666666666
T330;0.0
T360;0.0
T3300;0.2
T3480;0.2
T32400;0.13333333333333333
T312000;0.0
TEMA5;0.26666666666666666
TEMA30;0.26666666666666666
TEMA60;0.26666666666666666
TEMA300;0.2
TEMA480;0.2
TEMA2400;0.2
TEMA12000;0.26666666666666666
TEMA96000;0.7333333333333333
TRIMA5;0.26666666666666666
TRIMA30;0.0
TRIMA60;0.0
TRIMA300;0.2
TRIMA480;0.26666666666666666
TRIMA2400;0.2
TRIMA12000;0.13333333333333333
TRIMA96000;0.0
WMA5;0.26666666666666666
WMA30;0.26666666666666666
WMA60;0.2
WMA300;0.2
WMA480;0.26666666666666666
WMA2400;0.2
WMA12000;0.3333333333333333
WMA96000;0.9333333333333333
ADX5;0.0
ADX30;0.0
ADX60;0.0
ADX300;0.0
ADX480;0.0
ADX2400;0.0
ADX12000;0.0
ADX96000;0.7333333333333333
ADXR5;0.0
ADXR30;0.0
ADXR60;0.0
ADXR300;0.0
ADXR480;0.0
ADXR2400;0.0
ADXR12000;0.0
ADXR96000;0.8
AROONOSC5;0.0
AROONOSC30;0.0
AROONOSC60;0.0
AROONOSC300;0.0
AROONOSC480;0.0
AROONOSC2400;0.0
AROONOSC12000;0.0
AROONOSC96000;0.0
BOP5;0.0
BOP30;0.0
BOP60;0.0
BOP300;0.0
BOP480;0.0
BOP2400;0.0
BOP12000;0.0
BOP96000;0.0
CMO5;0.0
CMO30;0.0
CMO60;0.0
CMO300;0.0
CMO480;0.0
CMO2400;0.0
CMO12000;0.0
CMO96000;0.0
DX5;0.0
DX30;0.0
DX60;0.0
DX300;0.0
DX480;0.0
DX2400;0.0
DX12000;0.0
DX96000;0.0
MFI5;0.0
MFI30;0.0
MFI60;0.0
MFI300;0.0
MFI480;0.0
MFI2400;0.0
MFI12000;0.0
MFI96000;0.0
MINUS_DM5;0.0
MINUS_DM30;0.0
MINUS_DM60;0.0
MINUS_DM300;0.0
MINUS_DM480;0.0
MINUS_DM2400;0.0
MINUS_DM12000;0.26666666666666666
MINUS_DM96000;0.5333333333333333
MOM5;0.0
MOM30;0.0
MOM60;0.0
MOM300;0.0
MOM480;0.0
MOM2400;0.0
MOM12000;0.0
MOM96000;0.0
ROC5;0.0
ROC30;0.0
ROC60;0.0
ROC300;0.0
ROC480;0.0
ROC2400;0.0
ROC12000;0.0
ROC96000;0.0
RSI5;0.0
RSI30;0.0
RSI60;0.0
RSI300;0.0
RSI480;0.0
RSI2400;0.0
RSI12000;0.0
RSI96000;0.0
TRIX5;0.0
TRIX30;0.0
TRIX60;0.0
TRIX300;0.0
TRIX480;0.0
TRIX2400;0.0
TRIX12000;0.0
TRIX96000;0.0
WILLR5;0.0
WILLR30;0.0
WILLR60;0.0
WILLR300;0.0
WILLR480;0.0
WILLR2400;0.0
WILLR12000;0.0
WILLR96000;0.0
ATR5;0.0
ATR30;0.0
ATR60;0.0
ATR300;0.0
ATR480;0.0
ATR2400;0.0
ATR12000;0.26666666666666666
ATR96000;0.5333333333333333
NATR5;0.0
NATR30;0.0
NATR60;0.0
NATR300;0.0
NATR480;0.0
NATR2400;0.0
NATR12000;0.13333333333333333
NATR96000;0.2
BBANDS_5_upperband;0.26666666666666666
BBANDS_5_middleband;0.26666666666666666
BBANDS_5_lowerband;0.26666666666666666
