;0
SAR_2;0.2
SAREXT;0.0
SAREXT_rand;0.0
APO;0.0
APO_1;0.0
APO_2;0.0
APO_3;0.0
APO_4;0.0
ADOSC;0.0
MACD;0.0
MACDSIGNAL;0.0
MACDHIST;0.0
inphase;0.0
quadrature;0.0
sine;0.0
leadsine;0.0
fastk;0.0
fastd;0.0
fastk_20;0.0
fastd_20;0.0
fastk_200;0.0
fastd_200;0.0
fastk_3600;0.0
fastd_3600;0.0
slowk;0.0
slowd;0.0
slowk_30;0.0
slowd_30;0.0
high_low;0.0
close_open;0.0
close_ath;0.6
momentum1;0.0
momentum2;0.0
momentum3;0.0
momentum4;0.0
momentum5;0.0
volatility_60;0.0
volatility_30;0.0
volatility_15;0.0
volatility_10;0.0
volatility_5;0.0
skew_60;0.0
skew_30;0.0
skew_15;0.0
skew_10;0.0
skew_5;0.0
kurtosis_60;0.0
kurtosis_30;0.0
kurtosis_15;0.0
kurtosis_10;0.0
kurtosis_5;0.0
roll_measure;0.0
corwin_schultz_est;0.0
bekker_parkinson_vol;0.0
kyle_lambda;0.0
amihud_lambda;0.0
hasbrouck_lambda;0.0
tick_rule;0.0
open_vix;0.0
high_vix;0.0
low_vix;0.0
close_vix;0.0
volume_vix;0.0
