,mean,std
SAREXT_rand,0.00065298751227978,2.208427339210203e-06
APO,0.0019902457247258187,3.5287473483949005e-05
APO_1,0.0017003107610495914,2.4739785489368043e-05
APO_2,0.001592216729208345,
APO_3,0.0017877287433518251,4.080113663301493e-05
APO_4,0.0018218262633371504,2.9859073351932973e-05
ADOSC,0.00160831229912343,2.0968081349020358e-05
MACD,0.0035540106226110532,0.0002365103758170827
MACDSIGNAL,0.002020650210385318,3.0138243461007368e-05
MACDHIST,0.010983306860902198,0.0005510161055256819
MACD_24,0.0015153451633854338,1.7601254989266338e-05
MACDSIGNAL_24,0.0012883296566625036,2.586883942868053e-05
MACDHIST_24,0.004633601073338639,0.0003289646822815839
MACD_48,0.0013662238373941989,2.554388166762182e-05
MACDSIGNAL_48,0.001851123976190222,2.6300882886939866e-05
MACDHIST_48,0.002241958655293922,3.6380999645992835e-05
MACD_200,0.002003485849739804,2.3132655580610426e-05
MACDSIGNAL_200,0.0016154292336188192,2.076085190584233e-05
MACDHIST_200,0.0018540238031598702,2.4274791117130696e-05
inphase,0.0016126917084200792,1.3759865639204643e-05
quadrature,,
sine,0.0016650289928444996,4.502612479293484e-05
leadsine,0.0019270814232711319,2.7810424564495797e-05
fastd,0.0014383527894031801,
fastk_20,0.010468764915920253,0.0005441844766636865
fastd_20,0.0018535520150896629,2.4830408309777456e-05
fastk_200,0.0012318976894291566,1.7036537128487288e-05
fastd_200,0.0016294347827984646,4.11262990967108e-05
fastk_3600,0.0011075062090748354,2.047879703411104e-05
fastd_3600,0.0013109407380590213,2.5757189027153594e-05
slowk,,
slowd,0.0011165730545585316,
slowk_30,0.0017058237239797292,3.184145241007836e-05
slowd_30,0.002523725498788505,0.00011575060382267263
high_low,0.0023564915689789486,4.291150602842597e-05
close_open,0.0037793831373613674,0.00026873005414726204
close_ath,0.0017907515565924897,1.592657575544193e-05
momentum1,0.014055242660312722,0.0005854918389892479
momentum2,0.01846956993798233,0.0005759711837598246
momentum3,0.018800714401374142,0.0005685781013014923
momentum4,0.020266963396366536,0.0005471945376485079
volatility_60,0.0013834612012690243,6.04334666820345e-06
volatility_30,0.001372483820109971,2.815677613979919e-05
volatility_15,0.0016893604652053822,4.081191634948493e-06
volatility_10,0.001937832004756469,2.5472723794033588e-05
volatility_5,0.0016576225608243684,3.6996007044090486e-05
skew_60,0.002312664042269414,7.825523580170125e-05
skew_30,0.001465525567744567,2.324848780480048e-05
skew_15,0.0016029252984616571,2.8065038430494575e-05
skew_10,0.0011443465526142652,2.541722229987429e-05
skew_5,0.0015593361156321201,3.5587175688174976e-05
kurtosis_60,0.0010105561214773383,
kurtosis_30,0.001398057236301846,2.9807947002689016e-05
kurtosis_15,0.0017033732099696593,3.086556981362063e-05
kurtosis_10,0.0015888448590229177,2.5391968053353917e-05
kurtosis_5,0.0015638958057101501,3.642618914185185e-05
roll_measure,0.002187651383684398,2.6052262275048973e-05
corwin_schultz_est,0.0019286251444892825,
bekker_parkinson_vol,0.0022021076844422655,2.813234598559649e-05
kyle_lambda,0.000895781958932276,8.715084384209132e-06
amihud_lambda,,
hasbrouck_lambda,,
tick_rule,0.027740717197975617,0.00010613471147120698
chow_segment,,
