,mean,std
STOCHRSI_4800_fastd,0.009304225830172728,0.000321515807926584
STOCHRSI_9600_fastk,0.015526240529786604,0.0002204267639376073
STOCHRSI_9600_fastd,0.009056612310525068,0.00035292324854606605
AD,0.0009479628256800765,1.9780495673392556e-06
OBV,0.001638802178570579,2.447032258652504e-05
HT_DCPERIOD,0.0005962741368124564,
HT_DCPHASE,0.00793074727029059,0.00023894635297404173
HT_TRENDMODE,,
TRANGE,0.0015061488512552903,1.0036551576559185e-05
ULTOSC,0.011998970200439635,0.0003529655079002251
SAREXT,0.005988694184764896,0.00027748905129420864
SAREXT_rand,0.0014620812867507588,3.5124828281358544e-05
APO,0.009554325542213948,0.00029395328266237225
APO_1,0.0037582154115474056,0.00013382761390270484
APO_2,,
APO_3,0.0015194699933521762,
APO_4,0.0013193999335344288,2.7712521378740943e-05
ADOSC,0.009032939252834686,0.00019213327823018668
MACD,0.007513723312850585,0.00033494228775283417
MACDSIGNAL,0.005333860863261123,0.0002319010872287529
MACDHIST,0.011459431062998649,0.00036017622961389965
MACD_24,0.00306652708123574,0.00016012163701824864
MACDSIGNAL_24,0.0034345806829156416,0.00010683019344834619
MACDHIST_24,0.005128432397275364,0.00024165125259967518
MACD_48,0.002673786154976739,5.575288654445251e-05
MACDSIGNAL_48,0.0011421366571646764,2.073794079867481e-05
MACDHIST_48,0.004074278618444214,0.0001716128028833305
MACD_200,0.0013875049660310877,2.8479026309713823e-05
MACDSIGNAL_200,0.0016383991871506533,4.8821866909982154e-05
MACDHIST_200,0.004917099225780986,3.117067602528644e-05
inphase,0.0035077810167531034,0.0001434903352783591
quadrature,,
sine,0.004452517296586017,0.00010082825354687935
leadsine,0.005485238886873538,0.00028746151512423583
fastd,0.0060474857498668474,0.0002380973782091644
fastk_20,0.007671527219832254,0.0003502505357736695
fastd_20,0.005321035328751088,0.00024722408374852254
fastk_200,0.005389551306919263,0.0002515388290332996
fastd_200,0.0011732539181467335,1.0097844644992717e-05
fastk_3600,0.0007336611882668643,
fastd_3600,0.0008954768558138468,1.657744197850117e-05
slowk,0.013446246427278201,0.0002925423987584548
slowd,0.005446030376866188,0.000274122843615857
slowk_30,0.004507205240264287,0.00019889291734743016
slowd_30,0.0028396926521074223,0.00012180645026007806
high_low,0.0019078655475617678,2.0373623883575013e-05
close_open,0.005260157331373553,0.00030228167877384085
close_ath,0.001124953259761306,1.8184373040814155e-05
momentum1,0.013071949697500548,0.00036111785694554463
momentum2,0.011026209025311495,0.0003682833875469027
momentum3,0.011725965496717436,0.0003588051257367662
momentum4,0.01470344881307951,0.00031422744371259226
volatility_60,,
volatility_30,0.0013462402593868612,
volatility_15,,
volatility_10,0.0025170639689560096,
volatility_5,0.0016604400159909282,3.0179871677403276e-05
skew_60,0.003399698469863572,0.0001566764766387626
skew_30,0.003248448614272056,0.0001468988896593741
skew_15,0.0035063002394090798,7.920883904662728e-05
skew_10,0.0030409609981174065,7.944752395525135e-05
skew_5,0.007117445450417759,0.00032090688090480297
kurtosis_60,,
kurtosis_30,0.0014399834416323363,
kurtosis_15,0.0006940703511282885,3.21389229396203e-06
kurtosis_10,0.0008630667851919244,3.5611359257628636e-06
kurtosis_5,0.0011253423050656614,1.444052723879349e-05
roll_measure,0.0010908446648619625,
corwin_schultz_est,,
bekker_parkinson_vol,0.0013059094097183854,2.66295848830859e-05
kyle_lambda,,
amihud_lambda,,
hasbrouck_lambda,,
tick_rule,0.016028802461551108,0.00017886517489204616
open_vix,0.0014653796611030106,1.807753876964444e-05
high_vix,0.001221282066302153,7.404331729909344e-07
low_vix,0.0010545698673260237,2.1547072225577192e-05
close_vix,0.0011174328671526798,
volume_vix,,
chow_segment,,
