,0
momentum1,0.0261733391174769
ROC5,0.02443114782933783
CMO5,0.024424599734424613
RSI5,0.02277464988774953
momentum4,0.0224304851015542
MACDHIST,0.021852066902683674
STOCHRSI_5_fastk,0.02063094059690081
momentum3,0.020124290901681215
WILLR30,0.0200475034684667
fastk_20,0.01974899791517657
ULTOSC,0.019448780085204103
TRIX5,0.01865933082383627
STOCHRSI_480_fastk,0.018601403221400022
momentum2,0.017872059928852796
AROON_30_aroonup,0.017808600327679603
STOCHRSI_9600_fastk,0.01776425609293422
STOCHRSI_4800_fastk,0.017207779393873922
MACD,0.016477165503306888
LINEARREG_SLOPE5,0.0162734481760353
STOCHRSI_60_fastk,0.016136534442362207
MOM30,0.015399259667533884
WILLR60,0.015309329605298511
CMO30,0.01507678108564351
RSI60,0.014924933693757298
STOCHRSI_30_fastk,0.014599097064663044
RSI30,0.014181646249934727
CMO60,0.013722683071459985
BOP2400,0.01351754798472534
STOCHRSI_960_fastk,0.013479442701032301
AROONOSC5,0.012996349311626918
APO,0.012753445774706022
BOP4800,0.012328089968854502
STOCHRSI_30_fastd,0.011858000846118329
LINEARREG_ANGLE5,0.011800867265430696
AROONOSC30,0.011709812240059476
MOM5,0.011620537311368768
STOCHRSI_960_fastd,0.01143433504130296
BOP5,0.011418284958431913
AROON_60_aroonup,0.010860449530838718
BOP30,0.010638165877844722
AROON_5_aroonup,0.010575166123984705
STOCHRSI_2400_fastk,0.010357707916497517
BOP960,0.010327818791850227
slowk,0.010256295444460469
BOP9600,0.010206267356893547
ROC30,0.009793854640575273
BOP60,0.00958162135108244
STOCHRSI_9600_fastd,0.009498563529750963
WILLR5,0.009492343910905908
tick_rule,0.009169629674478635
BOP480,0.00905312250895852
AROON_30_aroondown,0.008669506159093175
SAREXT,0.008564911202774252
STOCHRSI_60_fastd,0.007917543623893818
MACDHIST_24,0.007334581920018105
STOCHRSI_2400_fastd,0.0067630792044976054
MACDSIGNAL,0.006611264072826269
MOM60,0.006603403255857913
STOCHRSI_480_fastd,0.006351936824451499
AROONOSC60,0.006342234241330616
AROON_60_aroondown,0.006326143824824238
STOCHRSI_4800_fastd,0.006209801993685818
ADOSC,0.006028740617966533
close_open,0.006018377838754862
LINEARREG_SLOPE30,0.005756930254291739
MINUS_DM30,0.00525571456978483
AROON_5_aroondown,0.004810102926073709
slowd,0.004673282536697231
MFI30,0.004666750933708842
fastd_20,0.004566023279016401
MINUS_DM5,0.004455970972763266
LINEARREG_ANGLE30,0.004078688312097296
HT_DCPHASE,0.0037807989547195883
ROC60,0.0034865193336803602
MFI5,0.003435476224707923
skew_5,0.0033930762640765827
WILLR480,0.003309983745142076
STOCHRSI_5_fastd,0.00305891139708828
AROON_480_aroondown,0.0029601156420989566
LINEARREG_SLOPE60,0.0029379323587692386
fastd,0.0028829979095955243
leadsine,0.0026149598194318492
skew_30,0.002477795487708198
skew_15,0.0020058563202110698
skew_60,0.0019448724287618375
MACDHIST_48,0.0019423173903870769
slowd_30,0.0018952602198590736
WILLR960,0.001830038330188338
APO_1,0.0017916416215680072
fastk_200,0.001541605797270197
MACD_24,0.0014618953281725978
bekker_parkinson_vol,0.0013696361362287917
TRIX30,0.001362909863833298
LINEARREG_ANGLE60,0.0013589369440653689
inphase,0.0013378022876817165
slowk_30,0.0012892230414352978
AROON_960_aroondown,0.0012845690103234638
sine,0.0012735803197662468
MINUS_DM60,0.0012188094377991244
skew_10,0.0011597658350400624
RSI480,0.001057452358581685
RSI960,0.0010566790159816702
CMO480,0.0010455972708924772
CMO9600,0.001019628220958146
AROON_480_aroonup,0.0010175006947332002
MACDSIGNAL_24,0.0009824137837183974
WILLR2400,0.0009578886302572857
MACDHIST_200,0.0009376449900365605
WILLR4800,0.000884129893690026
open_vix,0.0008383027276716038
MACDSIGNAL_200,0.0007810686336453692
close,0.0007749023822726983
WILLR9600,0.0007583340743432403
TRIX960,0.0007455782899407656
CMO4800,0.0007417669602382377
TRANGE,0.0007180213677732616
BETA5,0.0007015006686240622
LINEARREG_SLOPE4800,0.0006851500553089133
MINUS_DM9600,0.0006836810210330417
MACD_200,0.00066146066019405
ROC9600,0.000646945131937395
MOM9600,0.0006448472579289599
RSI9600,0.000633206339662155
OBV,0.0006250086003312828
ATR9600,0.0006063572721767132
NATR9600,0.000587384475276836
DX60,0.0005607090892994714
fastd_200,0.0005593214657043658
SAREXT_rand,0.0005576105466247994
LINEARREG_ANGLE960,0.0005567431318064857
BETA30,0.0005456316962171216
close_ath,0.0005362952523461381
DX5,0.0005319600057905064
MOM480,0.0005189249355338752
ADX2400,0.00051203849474064
MACD_48,0.0005098660973726556
LINEARREG_ANGLE4800,0.0005046842815714869
APO_4,0.0005031945383760825
low_vix,0.0005027416101129791
ROC960,0.0004876191099214242
ROC480,0.00048526906033371684
volatility_5,0.00047494565111287835
AROON_2400_aroonup,0.00046257907019435463
MACDSIGNAL_48,0.00043558962931339616
LINEARREG_SLOPE2400,0.0004275989578248158
NATR960,0.00040959973988035194
MOM4800,0.00040404457063570877
ADXR2400,0.0003955265602463729
CORREL5,0.0003652848554228282
high_low,0.0003638121766905199
ROC2400,0.0003506621491699707
fastd_3600,0.000341518179314018
BETA480,0.00034090877905782423
volume,0.0003220296700954587
