,col_name,feature_importance_vals
205,MACD_200,5.414216738135719
221,slowk_30,5.18912080755435
180,STOCHRSI_9600_fastd,5.116835965301889
195,ADOSC,5.037662447342195
136,LINEARREG_ANGLE480,5.007232380349627
119,BETA60,5.003253025750934
207,MACDHIST_200,4.879486621250815
125,CORREL5,4.843083882735069
216,fastd_200,4.79540944562981
132,CORREL9600,4.58247328062413
57,MINUS_DM60,4.496554997410488
41,DX60,4.469826060020452
224,close_open,4.411725006713582
143,LINEARREG_SLOPE60,4.330888070097435
130,CORREL2400,4.215895911762886
187,ULTOSC,4.030745033726045
199,MACD_24,4.024789409547352
146,LINEARREG_SLOPE2400,3.9244639215843886
6,ADX960,3.667327343284977
39,DX5,3.5833655909576096
139,LINEARREG_ANGLE4800,3.522788779139814
135,LINEARREG_ANGLE60,3.4871446524800125
17,AROONOSC60,3.290038209066473
138,LINEARREG_ANGLE2400,3.2738487545473363
1,volume,3.2399452936976365
49,MFI60,3.1459693630771595
78,ROC9600,3.029156549534751
86,RSI9600,3.0164610157884906
247,bekker_parkinson_vol,3.001309300162457
193,APO_3,2.98655948210496
77,ROC4800,2.852753173878409
124,BETA9600,2.824239425352838
154,AROON_60_aroonup,2.797343027054762
123,BETA4800,2.7933111547603695
18,AROONOSC480,2.787886591593633
7,ADX2400,2.746433285716534
145,LINEARREG_SLOPE960,2.6937363811768846
69,MOM4800,2.5854407716346954
155,AROON_480_aroondown,2.539778017419589
191,APO_1,2.4936886886489438
122,BETA2400,2.4044906606809042
208,inphase,2.4003452940499534
129,CORREL960,2.394509810773576
222,slowd_30,2.3795724334081942
160,AROON_2400_aroonup,2.3500820924996613
85,RSI4800,2.320776992460845
235,skew_60,2.2591801773653786
114,NATR2400,2.2509631057654125
157,AROON_960_aroondown,2.2444735170960066
234,volatility_5,2.1566538880710073
76,ROC2400,2.135344980463443
126,CORREL30,2.1267842004922364
202,MACD_48,2.1110205010904224
200,MACDSIGNAL_24,2.060965420448227
116,NATR9600,2.01643025948005
38,CMO9600,1.990993621862045
172,STOCHRSI_480_fastd,1.966351731924647
14,ADXR2400,1.9585751208351996
40,DX30,1.8235348492024375
239,skew_5,1.82224019111913
62,MINUS_DM9600,1.8176372015966318
225,close_ath,1.7746032758342987
150,AROON_5_aroonup,1.7568395356396562
147,LINEARREG_SLOPE4800,1.7558394393623162
231,volatility_30,1.7535498568368522
108,ATR9600,1.7517241212479036
215,fastk_200,1.6612645588005623
237,skew_15,1.5755911197605896
210,sine,1.5644410791857828
113,NATR960,1.558254390989349
99,WILLR4800,1.5580333488381353
68,MOM2400,1.5404443622941817
244,kurtosis_5,1.353916230737561
12,ADXR480,1.350249456879057
241,kurtosis_30,1.3501348379308145
98,WILLR2400,1.3434182664283991
127,CORREL60,1.338083476339629
170,STOCHRSI_60_fastd,1.334266077462937
115,NATR4800,1.3077355127941852
84,RSI2400,1.2932202070035015
43,DX960,1.2919450674406947
104,ATR480,1.2809984253563274
34,CMO480,1.2697373076653704
75,ROC960,1.2643605540429228
37,CMO4800,1.2122004982110774
102,ATR30,1.2054720022849508
238,skew_10,1.2041492831327494
5,ADX480,1.1953124735623102
82,RSI480,1.1896148391563899
121,BETA960,1.174410464459883
92,TRIX2400,1.1497886527660683
236,skew_30,1.1368062958037668
233,volatility_10,1.1250112307687345
111,NATR60,1.1195147516445576
181,AD,1.0867777622302082
232,volatility_15,1.0651051627011316
103,ATR60,1.0650007649555817
162,AROON_4800_aroonup,1.025577331101745
242,kurtosis_15,1.0177401425834716
22,AROONOSC9600,1.012019032733823
2,ADX5,1.0005991265436118
36,CMO2400,0.9956960481175768
96,WILLR480,0.99456450219165
3,ADX30,0.976605007779434
128,CORREL480,0.9674595508977994
100,WILLR9600,0.9365633660170867
66,MOM480,0.9354313843675236
230,volatility_60,0.9056338204930386
112,NATR480,0.8827461490033006
67,MOM960,0.8713518619251411
19,AROONOSC960,0.8614851072794697
176,STOCHRSI_2400_fastd,0.7928422262119899
137,LINEARREG_ANGLE960,0.7790847422885614
97,WILLR960,0.7768055080208759
105,ATR960,0.7565427818608069
8,ADX4800,0.748101199484387
217,fastk_3600,0.7465338854709442
74,ROC480,0.7312925821165503
243,kurtosis_10,0.71541977685394
58,MINUS_DM480,0.7141834403501647
110,NATR30,0.7130903254640799
218,fastd_3600,0.711272760510243
50,MFI480,0.700448560041337
90,TRIX480,0.6962089282905406
70,MOM9600,0.6807496055313799
101,ATR5,0.6250755429496718
51,MFI960,0.6107541097434277
4,ADX60,0.6012075922469031
20,AROONOSC2400,0.6011788915118441
9,ADXR5,0.6011119988365372
88,TRIX30,0.5454415866679432
140,LINEARREG_ANGLE9600,0.5334706727814921
192,APO_2,0.5318680972497188
46,DX9600,0.526181867455659
183,HT_DCPERIOD,0.508628583777434
189,SAREXT_rand,0.5033347526781022
159,AROON_2400_aroondown,0.49652303352086163
246,corwin_schultz_est,0.49442027094225016
158,AROON_960_aroonup,0.49129748520357425
168,STOCHRSI_30_fastd,0.49094086472309223
161,AROON_4800_aroondown,0.4847313810068787
59,MINUS_DM960,0.4585825617111291
166,STOCHRSI_5_fastd,0.4534605399188398
120,BETA480,0.44863381768076654
42,DX480,0.4321243104335595
44,DX2400,0.41590422227977464
212,fastd,0.4133697941340689
106,ATR2400,0.41324993322629133
107,ATR4800,0.409014658828823
156,AROON_480_aroonup,0.398116825491348
185,HT_TRENDMODE,0.3580237683482391
109,NATR5,0.3541061153814865
220,slowd,0.3416696139405966
21,AROONOSC4800,0.32847758732379034
148,LINEARREG_SLOPE9600,0.3170588080349709
83,RSI960,0.306034965583656
248,kyle_lambda,0.29564182352259466
240,kurtosis_60,0.29153984840513375
164,AROON_9600_aroonup,0.25739159507917436
47,MFI5,0.2385272593554731
10,ADXR30,0.22218060630754072
163,AROON_9600_aroondown,0.0
249,amihud_lambda,0.0
250,hasbrouck_lambda,0.0
131,CORREL4800,0.0
35,CMO960,0.0
174,STOCHRSI_960_fastd,0.0
219,slowk,0.0
61,MINUS_DM4800,0.0
60,MINUS_DM2400,0.0
54,MFI9600,0.0
53,MFI4800,0.0
52,MFI2400,0.0
11,ADXR60,0.0
45,DX4800,0.0
209,quadrature,0.0
252,chow_segment,0.0
