,mean,std
LINEARREG_ANGLE480,0.0018406150674013665,3.749310339705033e-05
LINEARREG_ANGLE960,0.0009576723928469229,1.733335731554818e-05
LINEARREG_ANGLE2400,0.0015790571768442448,1.5903629944072485e-05
LINEARREG_ANGLE4800,0.001707027644268266,3.1378868448278185e-05
LINEARREG_ANGLE9600,0.0008546809402795403,1.9026215284855269e-06
LINEARREG_SLOPE5,0.01570996861566563,0.0005677981656611426
LINEARREG_SLOPE30,0.002306956407814967,9.249193490062723e-05
LINEARREG_SLOPE60,0.0037320086686586764,0.00018829198805215395
LINEARREG_SLOPE480,0.0017392554868273732,2.940633940041066e-05
LINEARREG_SLOPE960,0.0016757061583278835,3.0276450396222633e-05
LINEARREG_SLOPE2400,0.001389806451560301,2.7479373928853446e-05
LINEARREG_SLOPE4800,0.0014418331475571629,2.3803932744368785e-05
LINEARREG_SLOPE9600,0.0019814059549371726,
AROON_5_aroondown,0.02452706335271593,6.211882807110506e-05
AROON_5_aroonup,0.00911109110060664,0.0004744082162635957
AROON_30_aroondown,0.00948845162823959,0.00048798478631910153
AROON_30_aroonup,0.008029065124109721,0.0004578279323261321
AROON_60_aroondown,0.0014643447490162397,2.549490926479734e-05
AROON_60_aroonup,0.0061136069495511675,0.0004527638832741154
AROON_480_aroondown,0.0016674211531917482,2.3428407164334177e-05
AROON_480_aroonup,0.001372204338285891,2.569186140272148e-05
AROON_960_aroondown,0.001339939789070941,3.116275735556991e-05
AROON_960_aroonup,0.0012859865902389873,2.3900217653687552e-05
AROON_2400_aroondown,0.00162167057442083,5.997072627215693e-05
AROON_2400_aroonup,0.0015143008431636857,2.6284226794042603e-05
AROON_4800_aroondown,0.0008417265795864768,1.3522029610951573e-05
AROON_4800_aroonup,0.0013083018709323948,
AROON_9600_aroondown,0.0008764376644476698,1.9068795467340517e-05
AROON_9600_aroonup,0.0014170133292093585,1.9586512845630077e-05
STOCHRSI_5_fastk,0.018251559993293465,0.0005300269534081911
STOCHRSI_5_fastd,0.0005767230638902707,3.977363590111278e-06
STOCHRSI_30_fastk,0.020876488481880555,0.0005055899931103581
STOCHRSI_30_fastd,0.02095980732300922,
STOCHRSI_60_fastk,0.01972146613547638,0.0005196875350987722
STOCHRSI_60_fastd,0.0057868519843582164,0.00041940262395147136
STOCHRSI_480_fastk,0.02128658554809887,0.0004710822855536516
STOCHRSI_480_fastd,0.002084770982091578,5.9755063998683434e-05
STOCHRSI_960_fastk,0.014907645997515446,0.0005392480296363864
STOCHRSI_960_fastd,0.006964324204206014,0.00043100863636303684
STOCHRSI_2400_fastk,0.02281272734131716,0.000424693351055882
STOCHRSI_2400_fastd,0.010827582866736874,0.0005140301545694406
STOCHRSI_4800_fastk,0.022484668247269596,0.00041088283752830723
STOCHRSI_4800_fastd,0.008812807145737468,0.0005045662503395754
STOCHRSI_9600_fastk,0.02291849317726057,0.0004302568880372374
STOCHRSI_9600_fastd,0.02506098745646159,6.901557654627614e-05
AD,0.0013559821985420614,1.2737649214400502e-05
OBV,0.0018076872995654392,2.46518198590271e-05
HT_DCPERIOD,0.0007137074736295399,1.4445757780052618e-05
HT_DCPHASE,0.004113491603179001,0.0002294534816348316
HT_TRENDMODE,0.0009132825538319682,
TRANGE,0.0022981549345426197,4.935868621270758e-05
ULTOSC,0.011677590083154834,0.0005523944377442343
SAREXT,0.005433249868636575,0.00034877795579032854
SAREXT_rand,0.0011552596292086804,1.6099217174895563e-05
APO,0.003688259962503031,0.00024033623080576289
APO_1,0.0012788257611546566,2.4067824718982944e-05
APO_2,0.0011953777660919326,1.6188049940815255e-05
APO_3,0.0017425256652740075,3.469129281512841e-05
APO_4,0.0018516038265551967,1.677758112623406e-05
ADOSC,0.0017277276188890785,1.6880652200475366e-05
MACD,0.005884690127177833,0.0003632796321679192
MACDSIGNAL,0.004123789345579815,0.00024946963376517906
MACDHIST,0.009887092767721126,0.0005072753535912923
MACD_24,0.003212662903537543,0.0001896273547177994
MACDSIGNAL_24,0.001608936668855224,1.7980227018614025e-05
MACDHIST_24,0.005025483609162254,0.0003343019477132469
MACD_48,0.001287781409974929,1.457641835803514e-05
MACDSIGNAL_48,0.001998872713718248,3.127234103064153e-05
MACDHIST_48,0.00210402435990524,3.127935465738144e-05
MACD_200,0.0019292906175002067,2.513293263398104e-05
MACDSIGNAL_200,0.0017658790226589985,2.1603145146357962e-05
MACDHIST_200,0.0019455560058686816,5.3099230650680014e-05
inphase,0.003080159396923183,0.00013056136049110906
quadrature,,
sine,0.0012455381088566603,2.0222199865600717e-05
leadsine,0.0016585023898307333,4.05771758252194e-05
fastd,0.002072031266749639,0.0001017076221007844
fastk_20,0.010811943274655159,0.00051927595001719
fastd_20,0.0015738094576141096,4.446577935965222e-05
fastk_200,0.0021651620426270863,7.057171193391022e-05
fastd_200,0.0014566946865669508,2.4574163740975306e-05
fastk_3600,0.0016750317382682547,1.649502294241379e-05
fastd_3600,,
slowk,0.006272786807859254,0.00047401362827667723
slowd,0.008491648146109799,0.0004392369577033732
slowk_30,0.0020100543060613415,2.9463154199268008e-05
slowd_30,0.003959228594590391,0.00014427066759866052
high_low,0.0024260742066889063,4.171603340887028e-05
close_open,0.00701257465278088,0.00040982403136594086
close_ath,0.0018930744912249223,1.949472088692385e-05
momentum1,0.015841067931408676,0.000559203781055338
momentum2,0.019796306458594072,0.0005392789844196612
momentum3,0.017280969508526863,0.0005407106865198498
momentum4,0.018544673612191916,0.0005456415658703231
volatility_60,0.0016762892671872416,4.8842319018907805e-05
volatility_30,0.0007628909835925902,2.1223544234642842e-05
volatility_15,0.0012087979398533338,2.7567987887523343e-05
volatility_10,0.0012963124306036265,2.9750305878756038e-05
volatility_5,0.0012521164217447467,3.228005259324489e-05
skew_60,0.0018123012491956508,2.3241643381025675e-05
skew_30,0.0013292615288519407,2.0902465581055802e-05
skew_15,0.002498797786092687,0.0001187219083735224
skew_10,0.0032761445502710127,
skew_5,0.00255164817185366,8.829380841131921e-05
kurtosis_60,0.0009060885880105548,
kurtosis_30,0.0017558676167096945,4.166492337787995e-05
kurtosis_15,0.001312072383074738,2.4799353290085142e-05
kurtosis_10,0.001037453910347041,1.3825355934970404e-05
kurtosis_5,0.0013587888065636118,2.363528719750741e-05
roll_measure,0.0013296477130812414,1.9196403183269425e-05
corwin_schultz_est,,
bekker_parkinson_vol,0.0014900272010551564,1.9458437834298662e-05
kyle_lambda,0.0007597420067898836,5.619335663974844e-06
amihud_lambda,,
hasbrouck_lambda,,
tick_rule,0.021833598522047186,0.0003991736741252289
chow_segment,,
