,0
RSI5,0.0429051893915781
MOM5,0.04083544528632942
fastk_20,0.03852450269203379
ROC5,0.03794445396132428
LINEARREG_ANGLE5,0.03681025846946455
momentum4,0.03571501567957722
CMO5,0.03358012906640056
momentum2,0.03350488042741948
STOCHRSI_2400_fastk,0.029588968550422978
LINEARREG_SLOPE5,0.028080082594521688
TRIX5,0.025251351461626208
STOCHRSI_9600_fastk,0.023622101368821584
WILLR30,0.023373543795782263
momentum1,0.02185459927375877
momentum3,0.02046335751454702
STOCHRSI_30_fastk,0.020272947116970072
STOCHRSI_480_fastk,0.019335228876886698
STOCHRSI_4800_fastk,0.01923384540409574
MACDHIST,0.018216558832178077
ROC30,0.01812725550931704
RSI30,0.018046466872894996
tick_rule,0.017253697359215465
STOCHRSI_960_fastk,0.016520807565670845
WILLR5,0.016124425579570466
CMO30,0.015964141075534326
STOCHRSI_60_fastk,0.015090001801406044
AROONOSC5,0.014026826653039006
MOM30,0.014000436099817116
CMO60,0.013981876142382041
RSI60,0.012503957410529004
WILLR60,0.011815094491329822
SAREXT,0.011781175816128035
STOCHRSI_5_fastk,0.01177654513898467
MACDHIST_24,0.011047390800676944
BOP9600,0.010449808283737734
BOP960,0.010127065554341058
MACD,0.00828923553819152
BOP5,0.007894397354414783
BOP2400,0.007752529217454417
BOP4800,0.007696071526047337
BOP60,0.0075711830289980206
MINUS_DM5,0.0067415221502134205
BOP30,0.006651944841798342
AROON_5_aroondown,0.005335976236184593
AROON_30_aroonup,0.005327050392950082
BOP480,0.004940620211434222
MACDHIST_48,0.004531849213786655
STOCHRSI_4800_fastd,0.003879472585418497
APO,0.003713577103269446
OBV,0.003708168194822244
AROONOSC30,0.0036942589701569545
AROON_30_aroondown,0.003672215137038541
MOM60,0.0033645759895765265
MACDSIGNAL,0.003246654533870502
LINEARREG_SLOPE30,0.002901897639741761
TRANGE,0.0028487412948405835
close,0.0028181822878649444
STOCHRSI_9600_fastd,0.0026367273635749975
close_open,0.0025465225030215405
ROC60,0.002474791559774858
high_low,0.002198475551508414
TRIX960,0.0021573504403086642
BETA30,0.0020880044126367317
APO_4,0.0020773653543752985
MFI30,0.002057585621442939
CORREL5,0.0019655807840371544
MINUS_DM30,0.0018573758549628929
LINEARREG_ANGLE30,0.0017602887015120779
BETA5,0.0017447852987035387
fastd_20,0.0017292609242771206
leadsine,0.0016979786735167623
HT_DCPHASE,0.0016790353529028826
ULTOSC,0.0016440686803293086
ADXR960,0.0016395439398898869
MACDSIGNAL_200,0.00159083370471981
LINEARREG_SLOPE480,0.0014861543631243003
TRIX60,0.0014684118067002302
DX5,0.0013403297654278926
BETA60,0.001219287720535487
LINEARREG_SLOPE60,0.0012155256093701185
MACDSIGNAL_48,0.0011513304660307918
LINEARREG_ANGLE480,0.0011395213639166031
MINUS_DM60,0.0011345484525251712
DX60,0.001112786203582766
fastd_200,0.0010979020096118822
CORREL9600,0.0010838929241339802
LINEARREG_SLOPE2400,0.0010610814921896538
MACD_200,0.0010384115843204112
CORREL2400,0.0010370988603933238
MACD_24,0.0010210292045436762
roll_measure,0.001020478525271708
ADOSC,0.0010003106073337097
ADX960,0.0009935816998340565
CORREL30,0.0009829260488369985
MACDHIST_200,0.0009609450423905061
BETA9600,0.0009479145364764224
AROON_60_aroondown,0.0009348436378115474
slowd_30,0.000915637141010504
volume,0.0009069510731726243
ROC9600,0.0009004042667893248
LINEARREG_ANGLE60,0.0008886814560689107
slowk_30,0.0008841325812304501
BETA4800,0.0008410655710031808
skew_60,0.0008390615749604624
volatility_5,0.0007732348211159033
LINEARREG_ANGLE2400,0.0007647059536431545
ADX2400,0.0007513413563545537
RSI9600,0.0007398924827864172
MACD_48,0.000708117134797369
LINEARREG_ANGLE4800,0.0006945041750078675
bekker_parkinson_vol,0.0006848146583344689
CORREL960,0.0006646344951140761
close_ath,0.0006497056182717066
ROC4800,0.0006455912911063573
MOM4800,0.0006364073057017983
MFI60,0.0006353277867126069
DX30,0.0006291423679724346
AROON_2400_aroonup,0.0006205728253478545
AROONOSC480,0.0006108819502265519
AROONOSC60,0.000572750131335887
LINEARREG_SLOPE960,0.0005712735570334294
volatility_30,0.0005690893592403933
RSI4800,0.000562079635422263
APO_3,0.0005559504910783972
NATR9600,0.0005344991763600071
APO_1,0.000528765119488472
NATR4800,0.000524725199053517
ATR480,0.0005123415710520336
ROC2400,0.0005017297309516629
skew_15,0.0004984800463469233
ADXR2400,0.0004971824897295956
skew_5,0.0004849246187184836
ADXR480,0.0004841132105498707
CMO4800,0.00047741621025759994
NATR2400,0.0004610912177593236
fastk_200,0.000446946896129485
kurtosis_30,0.0004347698776831465
AROON_60_aroonup,0.00043079414160300544
STOCHRSI_60_fastd,0.00042431794712684566
inphase,0.00041793101562917777
