,0
0,CMO5
1,RSI5
2,STOCHRSI_480_fastk
3,STOCHRSI_12000_fastk
4,STOCHRSI_2400_fastk
5,STOCHRSI_300_fastk
6,WILLR5
7,ROC5
8,mom4
9,STOCHRSI_60_fastk
10,MOM5
11,mom5
12,fastk_20
13,RSI30
14,mom3
15,STOCHRSI_30_fastk
16,STOCHRSI_5_fastk
17,WILLR30
18,CMO30
19,TRIX5
20,mom2
21,BOP480
22,mom1
23,AROONOSC5
