,0
0,STOCHRSI_480_fastk
1,RSI5
2,CMO5
3,STOCHRSI_12000_fastk
4,STOCHRSI_2400_fastk
5,STOCHRSI_300_fastk
6,STOCHRSI_60_fastk
7,WILLR5
8,STOCHRSI_30_fastk
9,BOP480
10,mom4
11,STOCHRSI_5_fastk
12,mom2
13,mom1
14,ROC5
15,mom3
16,MOM5
17,RSI30
18,BOP60
19,mom5
20,BOP12000
21,BOP30
22,BOP300
23,BOP2400
